id	tweet	subtask_a	subtask_b	subtask_c
22717	@USER @USER @USER @USER @USER He could have killed as many with a hunting rifle with the time and vantage he had. He had close to an hour before police entered his room. His actual shooting was over 10 min. Making this about gun control is just going to get more people killed. We need to be smarter.	NOT	NULL	NULL
88539	"@USER @USER Aha yes, I see that. The individual sense of needing to belong to a winning team"" because of the constant conditioning of self-devaluation. I see a strong sense of this on the Q side but on the left/hillary/antifa side as well regardless if they think they're winning or not."""	NOT	NULL	NULL
65786	@USER @USER Oh no I know why that I just don't know what she is talking about because I don't see a tweet she is repling too lol	NOT	NULL	NULL
54437	@USER And here we have another demonstration that gun free zones don’t work. Brought to you by a liberal who more than likely supports stricter gun control.	NOT	NULL	NULL
19514	Shouldn't pussy grabbing @USER be the one wearing the gloves while handling food? #MAGA URL	OFF	TIN	IND
57943	@USER You have no plan for the environment. Even conservatives should be able to understand that you have to be able to live on the planet to make money there.	NOT	NULL	NULL
66328	@USER @USER This is what happens when you tell white liberals that they don't get to congratulate themselves on how woke they are until they put their money where their mouth is. That simple fact of life breaks their brains.	NOT	NULL	NULL
34317	"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Antifa doesn't beat facsists to try to get them to change their mind - they know it's a lost cause to try to change a fascist's mind. They do it to scare them into hiding, to demoralize them, and to stop the spread of their hateful ideology. There is no forcing views on others""."""	OFF	TIN	IND
44837	@USER @USER SOROS is at the root of everything and anything anti American. He has his money in Hollywood all the way to Islam and ANTIFA to illegals . URL	NOT	NULL	NULL
36289	#FireMorningJoe he is cut from the same cloth as all other conservatives. His misogyny and bigotry are always on display. He is responsible for Trump. URL	OFF	TIN	GRP
80570	@USER @USER Truly has got to be the most idiotic thing I've ever seen.	OFF	UNT	NULL
43185	@USER @USER Brigitte Gabriel has experienced a life that most would have nightmares from. She is sounding the alarm for Americans. Buy her book pay attention to what she is warning America about	NOT	NULL	NULL
86477	@USER @USER @USER @USER @USER @USER @USER @USER @USER It does work. If you want to control a population.  Australian gun control had no effect on homicides.	OFF	TIN	OTH
67080	@USER @USER Poor baby.	NOT	NULL	NULL
96270	@USER @USER @USER @USER Antifa = Democrats = Dixiecrats = KKK URL URL	NOT	NULL	NULL
44015	@USER @USER Liberals ruin everything!	OFF	TIN	GRP
48060	"@USER @USER @USER And don't forget his telling a primarily black liberal audience conservatives want to put them back in chains"""""	NOT	NULL	NULL
31065	@USER Sad for both!!! To be exploited and also to have a reputation destroyed! Now I’ve read she’s  part of Antifa! ????!	NOT	NULL	NULL
11411	@USER That's what happens when you let a liberal get a hold of a gun.  That would be a good place to start gun control.  Ban liberals from getting guns.	OFF	TIN	GRP
10133	@USER @USER You look happy .MAGA	OFF	TIN	IND
22128	@USER @USER @USER Trump proposes racial profiling as a tactic 'to start thinking about' URL	NOT	NULL	NULL
36518	@USER Introducing my sweet sweet baby king! He is always sooo nice! And when I try to sit on the sofa he NEVER attacks me! URL	NOT	NULL	NULL
59559	@USER @USER @USER There all gone tho and Inputed them from bottom to top with the first 20seconds of your tweet ! You good 1 Tmart 👍🏻	NOT	NULL	NULL
99618	"@USER @USER Exactly. He is on record basically saying the President is above the law."" It should be noted that the #gop is fine with this. Rudy has his own issues. URL"	NOT	NULL	NULL
53309	#KamalaHarris The New Dem Emperor with No Clothes Taxpayers Funded ‘Unprecedented’ Armed Protection for Gun Control Sen. Kamala Harris URL via @USER	NOT	NULL	NULL
29497	@USER Yet she is fat herself.	OFF	TIN	IND
84329	@USER @USER There was plenty of evidence that he was guilty of what Hill accused him of but since conf hearings aren't about guilty/innocence got on the bench. Times are diff now. Why as a journalist you don't call out white supremacy/alt-right but Antifa and pick on @USER	NOT	NULL	NULL
50315	@USER @USER You don’t understand who he is and is capablities. Despite the proof in the economy.  My hypothesis is that you have been lied to by liberals your entire life and are believing what you are told. The liberal media made bill Clinton look good and could do the same with trump.	NOT	NULL	NULL
97959	..oath must be subpoenaed to testify. There is a lifetime appointment at stake here. Please do it right this time &amp; do not allow  Orrin Hatch who has already made up his mind she is lying be allowed to question her. His kind of questions could invite a lawsuit.	NOT	NULL	NULL
66524	@USER @USER Y’all are the best	NOT	NULL	NULL
97300	@USER @USER @USER What a joke! She is a Gem alright!! She is a Racist phony! Right along with this Racist Phony. That thinks she will follow me from her second account. And block me. Because I speak the truth. I could care less about follower's. Like it's a big party. I care that they discriminate URL	OFF	TIN	IND
12919	@USER Indeed he is.	NOT	NULL	NULL
40855	@USER @USER @USER Because i'm a little concerned about the Q followers because they slowly become more and more a sort of right wing sjw antifa thingie  (Also excuse me for my horrible English it's not my native languase and didn't had much schooling in it so i'm sorry if it sucks. 😅)	NOT	NULL	NULL
84100	@USER Yep Antifa are literally Hitler.	NOT	NULL	NULL
21270	@USER Wow you are so hot 😍😍😍😍😗😗😗😗😗	NOT	NULL	NULL
41818	@USER she is the most deserving woman to be happy !!	NOT	NULL	NULL
12435	@USER @USER @USER @USER I've noticed a lot of conservatives are thoroughly disingenuous when engaging in twitter.	NOT	NULL	NULL
14808	@USER @USER @USER May be you have forgotten that at the moment we are EU citizens and so all rights afforded to us are the same as for other EU citizens. Don’t believe all the shit that goes on in your head.	OFF	TIN	GRP
82579	@USER @USER That's just modelling. Plenty of women make shit tons of money just for looking good	NOT	NULL	NULL
84523	Just watching a Horizon show  about scientists that discovered a DNA mix between humans and Neanderthals.Would have thought Trump getting elected would have been proof enough. #MAGA	NOT	NULL	NULL
61917	@USER @USER I hope there is a way to watch it on TV.  Ted spanking liberals is always enjoyable.	NOT	NULL	NULL
33322	@USER @USER Just looked up his work History he is listed on the Board of Leading Age Services Aust (LASA) and comes from Medicare Local Alliance...what ever the hell that is	OFF	UNT	NULL
79251	@USER He should look in a mirror!	NOT	NULL	NULL
42540	@USER I’m sure he is. 💜	NOT	NULL	NULL
13881	@USER @USER Send him this @USER party #manifesto where they promised they will help families maybe that will remind him his duties. #HostileEnvironment #PriceOnLove #SkypeFamilies @USER @USER @USER URL	NOT	NULL	NULL
70402	"@USER @USER @USER @USER Families being separated at the border. In fact, the picture of children in cages that Liberals were using to show how evil"" Trump is was actually taken while OBAMA was President"""	NOT	NULL	NULL
83462	@USER @USER But antifa is her people	NOT	NULL	NULL
87206	@USER @USER We had a Peoples Vote on 23 June 2016. The people rejected the craven @USER worship which you stand for - by a majority of over 1m. You’re contemptuously defying the will of the people &amp; @USER 2017 GE manifesto &amp; supporting Soros in undermining democracy instead	NOT	NULL	NULL
87300	@USER Cause who bitches be playing with 😭😭😭😭 god aint give me the gift for nothing	OFF	TIN	GRP
54125	@USER she is free as a bird to return to her Muslim homeland	NOT	NULL	NULL
75848	*mom speaks into her phone to compose a text for my brother* she is angry so she yells at the phone while telling it what to type like my brother will be able to tell she was even yelling 🤦🏻‍♀️	NOT	NULL	NULL
14948	@USER @USER Melting snow flakes	NOT	NULL	NULL
66798	@USER Who’s the victim? That remains to be seen. Liberals have turned Kavanaughs hearings into a circus from the first minute it started.	NOT	NULL	NULL
80497	@USER Coming from the man that threatened to try and kick Turmps ass now don't that take a set of ball's	OFF	TIN	IND
38561	@USER @USER You're shocked to hear that liberals want to centralize power at the federal level?	NOT	NULL	NULL
55203	@USER @USER HE IS BEST OF THE BEST!😍😍	NOT	NULL	NULL
31776	#WhatILearnedToday liberals can’t win without lying	NOT	NULL	NULL
60916	@USER Fast and Furious Holder lol	NOT	NULL	NULL
97277	@USER Getting scared ugly man?	OFF	TIN	IND
63113	@USER is one of the only shows that are a Progressive that I can stand to watch. He dislikes the right and left evenly and you know who he is right from the start. If you've never seen his show check it out on YouTube. Insightful ❤🇺🇸 #MAGA	NOT	NULL	NULL
59721	@USER He is NOT Supreme Court worthy	NOT	NULL	NULL
53839	@USER God I hope not! URL	NOT	NULL	NULL
15616	@USER @USER @USER Yes he is	NOT	NULL	NULL
95200	@USER @USER @USER @USER @USER Bitch.. URL	OFF	UNT	NULL
77769	&amp; terroism &amp; starvation &amp; Flint &amp; poverty &amp; climate change &amp; global warming &amp; sex trafficking &amp; bullying &amp; body shaming &amp; police brutality &amp; feminism &amp; gun control &amp; marches &amp; protests	OFF	TIN	IND
65790	+++ I can't prove causation either but while the CONservatives in CDA surely love the idea of 𝙿𝚎𝚝𝚊𝚕𝚜 𝙼𝚌𝙿𝙾𝚄𝚃𝚂𝙵𝚊𝚌𝚎(¬@USER bashing PM @USER can't help but think they're also egging the former to continue the bashing to boost their fortune(s) vainly. URL	NOT	NULL	NULL
48548	@USER 2 Republican Men in a picture 85 and 84 what are men of that age are Law Makers too old no sorry young Republicans are like young Conservatives they are all born at 40 years of age	NOT	NULL	NULL
83751	@USER @USER @USER Liberals can’t meme. They have no sense of humor or knowledge of meme-ing philosophy.	NOT	NULL	NULL
62541	@USER @USER any she is stunning	NOT	NULL	NULL
62107	@USER yea your the bitch on the right getting smacked URL	OFF	UNT	NULL
18474	"@USER Why the focus on the Proud Boys? I know you're not a real journalist, Kelly, but why not focus on the ones doing all of the violence? #ANTIFA  If you want a story; focus on why journalists"" (leftist activists) are constantly ignoring Antifa's attacks on people."""	NOT	NULL	NULL
33096	@USER Hahaha BIG thighs is not going to make it	OFF	TIN	IND
22879	@USER @USER @USER @USER It’s called educating liberals.	NOT	NULL	NULL
81470	"#maga #christineford #trump2020 #tcot #ccot #AmericaFirst #Patriots @USER  #BrettKavanaugh had this to say about Bill Clinton during Whitewater:   It's imperative to make his pattern of revolting behavior clear -- piece by painful piece.""   Indeed. URL"	OFF	TIN	IND
20322	"#MAGA people are very low IQ. GDP Growth"" means LITERALLY NOTHING. In no way does this translate to higher income for white familes or individuals. All that billions goes to companies or government.   And what jobs did he create? Labour which pays less than living wage lmao? URL"	OFF	TIN	IND
26694	@USER @USER IF YOU WONNA GET PAID...Pick up the energy people!!!! Scream and shout like you’re at the  #Kavanaugh hearing! URL	NOT	NULL	NULL
60130	@USER Bro go watch how he hold his backwood in the interview like that shit was irritating lmao nigga is mad suspicious	OFF	TIN	IND
54559	A bitch built like that could beat my ass all she wants URL	OFF	TIN	IND
34961	@USER @USER @USER @USER @USER @USER @USER @USER Trash	NOT	NULL	NULL
14285	@USER @USER Very pathetic man !	OFF	TIN	IND
25012	@USER @USER @USER She is new psychology thinker who think about religion and so aggressive on her thought before deeply think on hinduism 😀😀😀😀	NOT	NULL	NULL
19121	@USER Shouldve played saint marie instead of london docks. Saint was ass for me 👌	NOT	NULL	NULL
61272	@USER Thank goodness he is not MN passive aggressive. Love it!!	NOT	NULL	NULL
25360	@USER @USER We can empty all our prisons also and just say they broke no laws.....Liberal logic.	NOT	NULL	NULL
56949	@USER @USER She is an angel! Much love to her!	NOT	NULL	NULL
34893	@USER @USER For what? Why are you asking for his arrest?  Liberals being butthurt for 19 months is not an impeachable offense.	NOT	NULL	NULL
90958	@USER @USER The tolerant Left	NOT	NULL	NULL
42133	@USER @USER @USER @USER @USER @USER You must be talking about hateful conservatives.	OFF	TIN	GRP
18834	@USER @USER Thats correct!!! #MAGA	OFF	TIN	IND
12741	@USER @USER @USER @USER Show me a single case where antifa have actually murdered someone.  Because the far right murdered someone at Charlottesville 🤷  Hypocrisy works both ways.	NOT	NULL	NULL
42528	@USER If bobby is fit thats exactly what i would say but not sure if he is or not	NOT	NULL	NULL
29300	"@USER The only white people that thank Jesus are Republicans &amp; ex-crackheads"" - so say America-hating liberals about Christians. Many ex-Dems thank Jesus too- &amp; many former Emmys watchers. We thank Jesus DAILY for our country, our @USER &amp; the ability to TURN YOU OFF! @USER"	NOT	NULL	NULL
14850	@USER Does skip realize that by saying you should become a professional tweeter that he is kind of shitting on sports casters?  How many TD receptions skip have this year?	NOT	NULL	NULL
38043	@USER @USER @USER This leftist is what is wrong in liberal colleges. More ppl and students will come out and will unmask this corrupt woman who is determined to destroy a good judge because she wants only liberals in the courts. @USER  @USER  @USER	OFF	TIN	IND
